Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
212,Mega Scizor,Bug,Steel,['Technician'],70,150,140,65,100,75,33.78855822118882,6,Medium Fast,1000000,True,25,False,True,False,False,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,125.0,31.3
213,Shuckle,Bug,Rock,"['Contrary', 'Gluttony', 'Sturdy']",20,10,230,10,230,5,103.21565880341132,2,Medium Slow,1059860,True,190,False,False,False,False,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6,20.5,56.9
214,Heracross,Bug,Fighting,"['Guts', 'Moxie', 'Swarm']",80,125,75,40,95,85,25.27625148017184,2,Slow,1250000,True,45,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.5,54.0,24.0
214,Mega Heracross,Bug,Fighting,['Skill Link'],80,185,115,40,105,75,44.90731195102493,6,Slow,1250000,True,45,False,True,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.7,62.5,21.6
215,Sneasel,Dark,Ice,"['Inner Focus', 'Keen Eye', 'Pickpocket']",55,95,55,35,75,115,26.874192494328497,2,Medium Slow,1059860,False,60,False,False,False,False,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,0.9,28.0,34.6
216,Teddiursa,Normal,Normal,"['Honey Gather', 'Pickup', 'Quick Feet']",60,80,50,50,50,40,12.583057392117915,2,Medium Fast,1000000,False,120,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,8.8,24.4
217,Ursaring,Normal,Normal,"['Guts', 'Quick Feet', 'Unnerve']",90,130,75,75,75,55,23.21398046197353,2,Medium Fast,1000000,True,60,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.8,125.8,38.8
218,Slugma,Fire,Fire,"['Flame Body', 'Magma Armor', 'Weak Armor']",40,40,40,70,40,20,14.624940645653536,2,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,35.0,71.4
219,Magcargo,Fire,Rock,"['Flame Body', 'Magma Armor', 'Weak Armor']",60,50,120,90,80,30,29.1070819942883,2,Medium Fast,1000000,True,75,False,False,False,False,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.8,55.0,85.9
220,Swinub,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50,50,40,30,30,50,8.975274678557506,2,Slow,1250000,False,225,False,False,False,False,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,6.5,40.6
221,Piloswine,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",100,100,80,60,60,50,19.7905701450632,2,Slow,1250000,False,75,False,False,False,False,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.1,55.8,46.1
222,Corsola,Water,Rock,"['Hustle', 'Natural Cure', 'Regenerator']",65,55,95,65,95,35,21.34374745810949,2,Fast,800000,True,60,False,False,False,False,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,5.0,13.9
222,Galarian Corsola,Ghost,Ghost,"['Cursed Body', 'Weak Armor']",60,55,100,65,100,30,24.94438257849294,8,Fast,800000,False,60,False,False,False,True,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.6,0.5,1.4
223,Remoraid,Water,Water,"['Hustle', 'Moody', 'Sniper']",35,65,35,65,35,65,15.0,2,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,12.0,33.3
224,Octillery,Water,Water,"['Moody', 'Sniper', 'Suction Cups']",75,105,75,105,75,45,20.615528128088304,2,Medium Fast,1000000,True,75,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9,28.5,35.2
225,Delibird,Ice,Flying,"['Hustle', 'Insomnia', 'Vital Spirit']",45,55,45,65,45,75,11.547005383792516,2,Fast,800000,True,45,False,False,False,False,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,0.9,16.0,19.8
226,Mantine,Water,Flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",85,40,70,80,140,70,30.05781466145239,2,Slow,1250000,True,25,False,False,False,False,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,2.1,220.0,49.9
227,Skarmory,Steel,Flying,"['Keen Eye', 'Sturdy', 'Weak Armor']",65,80,140,40,70,70,30.516389039334257,2,Slow,1250000,True,25,False,False,False,False,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,1.7,50.5,17.5
228,Houndour,Dark,Fire,"['Early Bird', 'Flash Fire', 'Unnerve']",45,60,30,80,50,65,15.811388300841896,2,Slow,1250000,False,120,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0.6,10.8,30.0
229,Houndoom,Dark,Fire,"['Early Bird', 'Flash Fire', 'Unnerve']",75,90,50,110,80,95,18.63389981249825,2,Slow,1250000,True,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.4,35.0,17.9
229,Mega Houndoom,Dark,Fire,['Solar Power'],75,90,90,140,90,115,21.40872096444188,6,Slow,1250000,True,45,False,True,False,False,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.9,49.5,13.7
230,Kingdra,Water,Dragon,"['Damp', 'Sniper', 'Swift Swim']",75,95,95,95,95,85,7.637626158259733,2,Medium Fast,1000000,True,45,False,False,False,False,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.8,152.0,46.9
231,Phanpy,Ground,Ground,"['Pickup', 'Sand Veil']",90,60,60,40,40,40,18.027756377319943,2,Medium Fast,1000000,False,120,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,33.5,134.0
232,Donphan,Ground,Ground,"['Sand Veil', 'Sturdy']",90,120,120,60,60,50,28.67441755680876,2,Medium Fast,1000000,True,60,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.1,120.0,99.2
233,Porygon2,Normal,Normal,"['Analytic', 'Download', 'Trace']",85,80,90,105,95,60,13.969212178533509,2,Medium Fast,1000000,False,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,32.5,90.3
234,Stantler,Normal,Normal,"['Frisk', 'Intimidate', 'Sap Sipper']",73,95,62,85,65,85,11.800423721205949,2,Slow,1250000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,71.2,36.3
235,Smeargle,Normal,Normal,"['Moody', 'Own Tempo', 'Technician']",55,20,35,20,45,75,19.507833184532707,2,Fast,800000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,58.0,40.3
236,Tyrogue,Fighting,Fighting,"['Guts', 'Steadfast', 'Vital Spirit']",35,35,35,35,35,35,0.0,2,Medium Fast,1000000,False,75,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.7,21.0,42.9
237,Hitmontop,Fighting,Fighting,"['Intimidate', 'Steadfast', 'Technician']",50,95,95,35,110,70,26.679684322636867,2,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,48.0,24.5
238,Smoochum,Ice,Psychic,"['Forewarn', 'Hydration', 'Oblivious']",45,30,15,85,65,65,23.52599035582184,2,Medium Fast,1000000,False,45,False,False,False,False,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.4,6.0,37.5
239,Elekid,Electric,Electric,"['Static', 'Vital Spirit']",45,63,37,65,55,95,18.43004792903878,2,Medium Fast,1000000,False,45,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,23.5,65.3
240,Magby,Fire,Fire,"['Flame Body', 'Vital Spirit']",45,75,37,70,55,83,16.47641411904369,2,Medium Fast,1000000,False,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,21.4,43.7
241,Miltank,Normal,Normal,"['Sap Sipper', 'Scrappy', 'Thick Fat']",95,80,105,40,70,100,22.110831935702667,2,Slow,1250000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,75.5,52.4
242,Blissey,Normal,Normal,"['Healer', 'Natural Cure', 'Serene Grace']",255,10,10,75,135,55,85.14693182963201,2,Fast,800000,True,30,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,46.8,20.8
243,Raikou,Electric,Electric,"['Inner Focus', 'Pressure']",90,85,75,115,100,115,14.907119849998598,2,Slow,1250000,True,3,True,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.9,178.0,49.3
244,Entei,Fire,Fire,"['Inner Focus', 'Pressure']",115,115,85,90,75,100,14.907119849998598,2,Slow,1250000,True,3,True,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.1,198.0,44.9
245,Suicune,Water,Water,"['Inner Focus', 'Pressure']",100,75,115,90,115,85,14.907119849998598,2,Slow,1250000,True,3,True,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,187.0,46.8
246,Larvitar,Rock,Ground,"['Guts', 'Sand Veil']",50,64,50,45,50,41,7.094598884597588,2,Slow,1250000,False,45,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.6,72.0,200.0
247,Pupitar,Rock,Ground,['Shed Skin'],70,84,70,65,70,51,9.706813185707356,2,Slow,1250000,False,45,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.2,152.0,105.6
248,Tyranitar,Rock,Dark,"['Sand Stream', 'Unnerve']",100,134,110,95,100,61,21.61018278497431,2,Slow,1250000,True,45,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,202.0,50.5
248,Mega Tyranitar,Rock,Dark,['Sand Stream'],100,164,150,95,120,71,32.13340248955214,6,Slow,1250000,True,45,False,True,False,False,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.5,255.0,40.8
249,Lugia,Psychic,Flying,"['Multiscale', 'Pressure']",106,90,130,90,154,110,22.6764684689266,2,Slow,1250000,True,3,True,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.2,216.0,8.0
250,Ho-Oh,Fire,Flying,"['Pressure', 'Regenerator']",106,130,90,110,154,90,22.6764684689266,2,Slow,1250000,True,3,True,False,False,False,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,3.8,199.0,13.8
251,Celebi,Psychic,Grass,['Natural Cure'],100,100,100,100,100,100,0.0,2,Medium Slow,1059860,True,45,True,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,5.0,13.9
252,Treecko,Grass,Grass,"['Overgrow', 'Unburden']",40,45,35,65,55,70,12.801909579781013,3,Medium Slow,1059860,False,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5.0,20.0
253,Grovyle,Grass,Grass,"['Overgrow', 'Unburden']",50,65,45,85,65,95,17.73649721149397,3,Medium Slow,1059860,False,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,21.6,26.7
254,Sceptile,Grass,Grass,"['Overgrow', 'Unburden']",70,85,65,105,85,120,19.075871903766,3,Medium Slow,1059860,True,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,52.2,18.1
254,Mega Sceptile,Grass,Dragon,[],70,110,75,145,85,145,30.95695936834452,6,Medium Slow,1059860,True,45,False,True,False,False,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.9,55.2,15.3
255,Torchic,Fire,Fire,"['Blaze', 'Speed Boost']",45,60,40,70,50,45,10.274023338281626,3,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,2.5,15.6
256,Combusken,Fire,Fighting,"['Blaze', 'Speed Boost']",60,85,60,85,60,55,12.5,3,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.9,19.5,24.1
257,Blaziken,Fire,Fighting,"['Blaze', 'Speed Boost']",80,120,70,110,70,80,19.507833184532707,3,Medium Slow,1059860,True,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.9,52.0,14.4
257,Mega Blaziken,Fire,Fighting,['Speed Boost'],80,160,80,130,80,100,30.4138126514911,6,Medium Slow,1059860,True,45,False,True,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.9,52.0,14.4
258,Mudkip,Water,Water,"['Damp', 'Torrent']",50,70,50,50,50,40,8.975274678557506,3,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.6,47.5
259,Marshtomp,Water,Ground,"['Damp', 'Torrent']",70,85,70,60,70,50,10.70436048222094,3,Medium Slow,1059860,False,45,False,False,False,False,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7,28.0,57.1
260,Swampert,Water,Ground,"['Damp', 'Torrent']",100,110,90,85,90,60,15.388487760516156,3,Medium Slow,1059860,True,45,False,False,False,False,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.5,81.9,36.4
260,Mega Swampert,Water,Ground,['Swift Swim'],100,150,110,95,110,70,23.87758130315734,6,Medium Slow,1059860,True,45,False,True,False,False,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.9,102.0,28.3
261,Poochyena,Dark,Dark,"['Quick Feet', 'Rattled', 'Run Away']",35,55,35,30,30,35,8.498365855987974,3,Medium Fast,1000000,False,255,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,13.6,54.4
262,Mightyena,Dark,Dark,"['Intimidate', 'Moxie', 'Quick Feet']",70,90,70,60,60,70,10.0,3,Medium Fast,1000000,True,127,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,37.0,37.0
263,Zigzagoon,Normal,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",38,30,41,30,41,60,10.04987562112089,3,Medium Fast,1000000,False,255,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,17.5,109.4
263,Galarian Zigzagoon,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",38,30,41,30,41,60,10.04987562112089,8,Medium Fast,1000000,False,255,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,0.4,17.5,109.4
264,Linoone,Normal,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",78,70,61,50,61,100,15.947831618540912,3,Medium Fast,1000000,True,90,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,32.5,130.0
264,Galarian Linoone,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",78,70,61,50,61,100,15.947831618540912,8,Medium Fast,1000000,False,90,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,0.5,32.5,130.0
265,Wurmple,Bug,Bug,"['Run Away', 'Shield Dust']",45,45,35,20,30,20,10.307764064044152,3,Medium Fast,1000000,False,255,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,3.6,40.0
266,Silcoon,Bug,Bug,['Shed Skin'],50,35,55,25,25,15,14.264368973853074,3,Medium Fast,1000000,False,120,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6,10.0,27.8
267,Beautifly,Bug,Flying,"['Rivalry', 'Swarm']",60,70,50,100,50,65,16.93533452741798,3,Medium Fast,1000000,True,45,False,False,False,False,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,28.4,28.4
268,Cascoon,Bug,Bug,['Shed Skin'],50,35,55,25,25,15,14.264368973853074,3,Medium Fast,1000000,False,120,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,11.5,23.5
269,Dustox,Bug,Poison,['Shield Dust'],60,50,70,50,90,65,13.667682889047272,3,Medium Fast,1000000,True,45,False,False,False,False,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.2,31.6,21.9
270,Lotad,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",40,30,30,40,50,30,7.453559924999299,3,Medium Slow,1059860,False,255,False,False,False,False,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.6,10.4
271,Lombre,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",60,50,50,60,70,50,7.453559924999299,3,Medium Slow,1059860,False,120,False,False,False,False,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,32.5,22.6
272,Ludicolo,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",80,70,70,90,100,70,11.547005383792516,3,Medium Slow,1059860,True,45,False,False,False,False,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,55.0,24.4
273,Seedot,Grass,Grass,"['Chlorophyll', 'Early Bird', 'Pickpocket']",40,40,50,30,30,30,7.453559924999299,3,Medium Slow,1059860,False,255,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,4.0,16.0
274,Nuzleaf,Grass,Dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",70,70,40,60,40,60,12.47219128924647,3,Medium Slow,1059860,False,120,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,28.0,28.0
275,Shiftry,Grass,Dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",90,100,60,90,60,80,15.275252316519468,3,Medium Slow,1059860,True,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.3,59.6,35.3
276,Taillow,Normal,Flying,"['Guts', 'Scrappy']",40,55,30,30,30,85,20.0,3,Medium Slow,1059860,False,200,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,2.3,25.6
277,Swellow,Normal,Flying,"['Guts', 'Scrappy']",60,85,60,75,50,125,24.73470346609305,3,Medium Slow,1059860,True,45,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.7,19.8,40.4
278,Wingull,Water,Flying,"['Hydration', 'Keen Eye', 'Rain Dish']",40,30,30,55,30,85,20.0,3,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.6,9.5,26.4
279,Pelipper,Water,Flying,"['Drizzle', 'Keen Eye', 'Rain Dish']",60,50,100,95,70,65,18.18118685772619,3,Medium Fast,1000000,True,45,False,False,False,False,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.2,28.0,19.4
280,Ralts,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",28,25,25,45,35,40,7.637626158259733,3,Slow,1250000,False,235,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.4,6.6,41.3
281,Kirlia,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",38,35,35,65,55,50,11.279282877125754,3,Slow,1250000,False,120,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.8,20.2,31.6
282,Gardevoir,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",68,65,65,125,115,80,24.506235034283737,3,Slow,1250000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.6,48.4,18.9
282,Mega Gardevoir,Psychic,Fairy,['Pixilate'],68,85,65,165,135,100,36.21693894666785,6,Slow,1250000,True,45,False,True,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.6,48.4,18.9
283,Surskit,Bug,Water,"['Rain Dish', 'Swift Swim']",40,30,32,50,52,65,12.198588260760156,3,Medium Fast,1000000,False,200,False,False,False,False,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.7,6.8
284,Masquerain,Bug,Flying,"['Intimidate', 'Unnerve']",70,60,62,100,82,80,13.634107557478377,3,Medium Fast,1000000,True,75,False,False,False,False,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.8,3.6,5.6
285,Shroomish,Grass,Grass,"['Effect Spore', 'Poison Heal', 'Quick Feet']",60,40,60,40,60,35,10.96078869830492,3,Fluctuating,1640000,False,255,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,4.5,28.1
